m,alpha_initial,beta_exploration,consumer_surplus_raw,consumer_surplus_per_quality_cost,consumer_surplus_normalized,total_profit_normalized
3,0.15000000000000002,9.999999999999999e-06,26.920981179176273,0.5982440262039173,0.17041500421090924,0.15774332390923287
3,0.15000000000000002,1.2499999999999999e-05,26.962801149233986,0.5991733588718664,0.16019145041145536,0.1715311066518145
3,0.15000000000000002,1.5e-05,27.054038728338647,0.6012008606297476,0.14967349351840828,0.1482369119179295
3,0.2,5e-06,26.392199232514436,0.5864933162780985,0.35155305086333455,0.31851350298310704
3,0.2,7.5e-06,26.66726400440604,0.5926058667645786,0.2637107956594262,0.24806069785656354
3,0.2,9.999999999999999e-06,26.798952210744996,0.5955322713498888,0.24147900343161374,0.1747385556399091
3,0.2,1.2499999999999999e-05,26.798056630274502,0.5955123695616557,0.21044693608920312,0.23876991845987358
3,0.2,1.5e-05,27.07049599302824,0.6015665776228497,0.10937262721273384,0.11154507758792008
3,0.25,5e-06,26.888778868236503,0.5975284192941445,0.21756762706404945,0.19994847415658526
3,0.25,7.5e-06,26.884924412842626,0.5974427647298363,0.2242594945402827,0.1796341541138358
3,0.25,9.999999999999999e-06,27.05011738853016,0.6011137197451147,0.1216046125875729,0.11337609756936683
3,0.25,1.2499999999999999e-05,27.293302312782572,0.606517829172946,0.13851551017177172,0.1489757929129288
3,0.25,1.5e-05,27.07419301140261,0.6016487335867245,0.12522225023482478,0.11981734131247702
